,CODE,COUNTRY,DATE,HDI,TC,TD,STI,POP,GDPCAP,Country,European Union,Accession Year,Council Votes,European Parliament Seats,European Free Trade Agreement,European Single Market,European Monetary Union,Currency,Currency Code,Language,Population,Area (km²),Population Density,"GDP (€, millions)","GDP ($, millions)","GDP per capita ($, millions)",KEYCODE&DATE,YDM
0,ALB,Albania,2020-03-09,0.785,0.693147181,0.0,3.586569835,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-09,2020-03-09
1,ALB,Albania,2020-03-10,0.785,1.791759469,0.0,3.729781445,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-10,2020-03-10
2,ALB,Albania,2020-03-11,0.785,2.302585093,0.0,3.948354935,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-11,2020-03-11
3,ALB,Albania,2020-03-12,0.785,2.397895273,0.0,3.948354935,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-12,2020-03-12
4,ALB,Albania,2020-03-13,0.785,3.135494216,0.0,4.365643155,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-13,2020-03-13
5,ALB,Albania,2020-03-14,0.785,3.496507561,0.0,4.365643155,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-14,2020-03-14
6,ALB,Albania,2020-03-15,0.785,3.63758616,0.0,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-15,2020-03-15
7,ALB,Albania,2020-03-16,0.785,3.737669618,0.0,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-16,2020-03-16
8,ALB,Albania,2020-03-17,0.785,3.931825633,0.0,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-17,2020-03-17
9,ALB,Albania,2020-03-18,0.785,4.007333185,0.0,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-18,2020-03-18
10,ALB,Albania,2020-03-19,0.785,4.077537444,0.693147181,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-19,2020-03-19
11,ALB,Albania,2020-03-20,0.785,4.248495242,0.693147181,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-20,2020-03-20
12,ALB,Albania,2020-03-21,0.785,4.248495242,0.693147181,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-21,2020-03-21
13,ALB,Albania,2020-03-22,0.785,4.33073334,0.693147181,4.400357591,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-22,2020-03-22
14,ALB,Albania,2020-03-23,0.785,4.48863637,0.693147181,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-23,2020-03-23
15,ALB,Albania,2020-03-24,0.785,4.605170186,1.386294361,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-24,2020-03-24
16,ALB,Albania,2020-03-25,0.785,4.812184355,1.609437912,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-25,2020-03-25
17,ALB,Albania,2020-03-26,0.785,4.983606622,1.609437912,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-26,2020-03-26
18,ALB,Albania,2020-03-27,0.785,5.159055299,1.791759469,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-27,2020-03-27
19,ALB,Albania,2020-03-28,0.785,5.225746674,2.197224577,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-28,2020-03-28
20,ALB,Albania,2020-03-29,0.785,5.283203729,2.302585093,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-29,2020-03-29
21,ALB,Albania,2020-03-30,0.785,5.356586275,2.302585093,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-30,2020-03-30
22,ALB,Albania,2020-03-31,0.785,5.407171771,2.48490665,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-03-31,2020-03-31
23,ALB,Albania,2020-04-01,0.785,5.493061443,2.708050201,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-01,2020-04-01
24,ALB,Albania,2020-04-02,0.785,5.556828062,2.708050201,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-02,2020-04-02
25,ALB,Albania,2020-04-03,0.785,5.624017506,2.772588722,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-03,2020-04-03
26,ALB,Albania,2020-04-04,0.785,5.717027701,2.833213344,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-04,2020-04-04
27,ALB,Albania,2020-04-05,0.785,5.80814249,2.944438979,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-05,2020-04-05
28,ALB,Albania,2020-04-06,0.785,5.888877958,3.044522438,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-06,2020-04-06
29,ALB,Albania,2020-04-07,0.785,5.932245187,3.091042453,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-07,2020-04-07
30,ALB,Albania,2020-04-08,0.785,5.948034989,3.091042453,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-08,2020-04-08
31,ALB,Albania,2020-04-09,0.785,5.991464547,3.091042453,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-09,2020-04-09
32,ALB,Albania,2020-04-10,0.785,6.013715156,3.135494216,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-10,2020-04-10
33,ALB,Albania,2020-04-11,0.785,6.03068526,3.135494216,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-11,2020-04-11
34,ALB,Albania,2020-04-12,0.785,6.070737728,3.135494216,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-12,2020-04-12
35,ALB,Albania,2020-04-13,0.785,6.100318952,3.135494216,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-13,2020-04-13
36,ALB,Albania,2020-04-14,0.785,6.146329258,3.135494216,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-14,2020-04-14
37,ALB,Albania,2020-04-15,0.785,6.163314804,3.17805383,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-15,2020-04-15
38,ALB,Albania,2020-04-16,0.785,6.202535517,3.218875825,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-16,2020-04-16
39,ALB,Albania,2020-04-17,0.785,6.249975242,3.258096538,4.433907257,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-17,2020-04-17
40,ALB,Albania,2020-04-18,0.785,6.289715571,3.258096538,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-18,2020-04-18
41,ALB,Albania,2020-04-19,0.785,6.306275287,3.258096538,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-19,2020-04-19
42,ALB,Albania,2020-04-20,0.785,6.33150185,3.258096538,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-20,2020-04-20
43,ALB,Albania,2020-04-21,0.785,6.369900983,3.258096538,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-21,2020-04-21
44,ALB,Albania,2020-04-22,0.785,6.411818268,3.258096538,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-22,2020-04-22
45,ALB,Albania,2020-04-23,0.785,6.452048954,3.295836866,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-23,2020-04-23
46,ALB,Albania,2020-04-24,0.785,6.49677499,3.295836866,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-24,2020-04-24
47,ALB,Albania,2020-04-25,0.785,6.519147288,3.295836866,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-25,2020-04-25
48,ALB,Albania,2020-04-26,0.785,6.568077911,3.295836866,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-26,2020-04-26
49,ALB,Albania,2020-04-27,0.785,6.587550015,3.33220451,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-27,2020-04-27
50,ALB,Albania,2020-04-28,0.785,6.601230119,3.33220451,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-28,2020-04-28
51,ALB,Albania,2020-04-29,0.785,6.620073207,3.401197382,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-29,2020-04-29
52,ALB,Albania,2020-04-30,0.785,6.64118217,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-04-30,2020-04-30
53,ALB,Albania,2020-05-01,0.785,6.650279049,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-01,2020-05-01
54,ALB,Albania,2020-05-02,0.785,6.661854741,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-02,2020-05-02
55,ALB,Albania,2020-05-03,0.785,6.670766321,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-03,2020-05-03
56,ALB,Albania,2020-05-04,0.785,6.678342115,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-04,2020-05-04
57,ALB,Albania,2020-05-05,0.785,6.688354714,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-05,2020-05-05
58,ALB,Albania,2020-05-06,0.785,6.70930434,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-06,2020-05-06
59,ALB,Albania,2020-05-07,0.785,6.723832441,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-07,2020-05-07
60,ALB,Albania,2020-05-08,0.785,6.735780014,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-08,2020-05-08
61,ALB,Albania,2020-05-09,0.785,6.745236349,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-09,2020-05-09
62,ALB,Albania,2020-05-10,0.785,6.752270376,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-10,2020-05-10
63,ALB,Albania,2020-05-11,0.785,6.766191715,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-11,2020-05-11
64,ALB,Albania,2020-05-12,0.785,6.770789424,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-12,2020-05-12
65,ALB,Albania,2020-05-13,0.785,6.775366091,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-13,2020-05-13
66,ALB,Albania,2020-05-14,0.785,6.779921907,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-14,2020-05-14
67,ALB,Albania,2020-05-15,0.785,6.800170068,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-15,2020-05-15
68,ALB,Albania,2020-05-16,0.785,6.820016365,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-16,2020-05-16
69,ALB,Albania,2020-05-17,0.785,6.838405201,3.433987204,4.497696328,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-17,2020-05-17
70,ALB,Albania,2020-05-18,0.785,6.852242569,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-18,2020-05-18
71,ALB,Albania,2020-05-19,0.785,6.854354502,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-19,2020-05-19
72,ALB,Albania,2020-05-20,0.785,6.855408799,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-20,2020-05-20
73,ALB,Albania,2020-05-21,0.785,6.871091295,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-21,2020-05-21
74,ALB,Albania,2020-05-22,0.785,6.876264612,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-22,2020-05-22
75,ALB,Albania,2020-05-23,0.785,6.88857246,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-23,2020-05-23
76,ALB,Albania,2020-05-24,0.785,6.896694332,3.433987204,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-24,2020-05-24
77,ALB,Albania,2020-05-25,0.785,6.905753276,3.465735903,4.422808628,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-25,2020-05-25
78,ALB,Albania,2020-05-26,0.785,6.9117473,3.465735903,4.455625549,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-26,2020-05-26
79,ALB,Albania,2020-05-27,0.785,6.936342736,3.496507561,4.455625549,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-27,2020-05-27
80,ALB,Albania,2020-05-28,0.785,6.956545443,3.496507561,4.455625549,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-28,2020-05-28
81,ALB,Albania,2020-05-29,0.785,6.981005741,3.496507561,4.455625549,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-29,2020-05-29
82,ALB,Albania,2020-05-30,0.785,7.002155954,3.496507561,4.455625549,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-30,2020-05-30
83,ALB,Albania,2020-05-31,0.785,7.022868086,3.496507561,4.455625549,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-05-31,2020-05-31
84,ALB,Albania,2020-06-01,0.785,7.036148494,3.496507561,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-01,2020-06-01
85,ALB,Albania,2020-06-02,0.785,7.041411664,3.496507561,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-02,2020-06-02
86,ALB,Albania,2020-06-03,0.785,7.059617628,3.496507561,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-03,2020-06-03
87,ALB,Albania,2020-06-04,0.785,7.076653815,3.496507561,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-04,2020-06-04
88,ALB,Albania,2020-06-05,0.785,7.087573706,3.496507561,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-05,2020-06-05
89,ALB,Albania,2020-06-06,0.785,7.100027167,3.496507561,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-06,2020-06-06
90,ALB,Albania,2020-06-07,0.785,7.116394144,3.526360525,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-07,2020-06-07
91,ALB,Albania,2020-06-08,0.785,7.127693699,3.526360525,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-08,2020-06-08
92,ALB,Albania,2020-06-09,0.785,7.141245122,3.526360525,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-09,2020-06-09
93,ALB,Albania,2020-06-10,0.785,7.169350017,3.526360525,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-10,2020-06-10
94,ALB,Albania,2020-06-11,0.785,7.201170883,3.526360525,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-11,2020-06-11
95,ALB,Albania,2020-06-12,0.785,7.233455419,3.555348061,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-12,2020-06-12
96,ALB,Albania,2020-06-13,0.785,7.255591274,3.583518938,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-13,2020-06-13
97,ALB,Albania,2020-06-14,0.785,7.288927695,3.583518938,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-14,2020-06-14
98,ALB,Albania,2020-06-15,0.785,7.327123292,3.583518938,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-15,2020-06-15
99,ALB,Albania,2020-06-16,0.785,7.371489295,3.583518938,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-16,2020-06-16
100,ALB,Albania,2020-06-17,0.785,7.421775794,3.610917913,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-17,2020-06-17
101,ALB,Albania,2020-06-18,0.785,7.451241685,3.63758616,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-18,2020-06-18
102,ALB,Albania,2020-06-19,0.785,7.488852956,3.663561646,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-19,2020-06-19
103,ALB,Albania,2020-06-20,0.785,7.516433303,3.737669618,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-20,2020-06-20
104,ALB,Albania,2020-06-21,0.785,7.544861069,3.761200116,4.213460043,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-21,2020-06-21
105,ALB,Albania,2020-06-22,0.785,7.563719668,3.784189634,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-22,2020-06-22
106,ALB,Albania,2020-06-23,0.785,7.598399329,3.784189634,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-23,2020-06-23
107,ALB,Albania,2020-06-24,0.785,7.624130586,3.80666249,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-24,2020-06-24
108,ALB,Albania,2020-06-25,0.785,7.656337166,3.850147602,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-25,2020-06-25
109,ALB,Albania,2020-06-26,0.785,7.692569648,3.891820298,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-26,2020-06-26
110,ALB,Albania,2020-06-27,0.785,7.727094485,3.931825633,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-27,2020-06-27
111,ALB,Albania,2020-06-28,0.785,7.753623547,3.970291914,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-28,2020-06-28
112,ALB,Albania,2020-06-29,0.785,7.784057003,4.007333185,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-29,2020-06-29
113,ALB,Albania,2020-06-30,0.785,7.810352684,4.060443011,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-06-30,2020-06-30
114,ALB,Albania,2020-07-01,0.785,7.837948916,4.127134385,4.171459912,14.87253667,9.376145531,Albania,Candidate,,,,,,,Lek,ALL,Albanian,2892302,28748,101,10267.0,11398.0,3945.0,ALB2020-07-01,2020-07-01
