,Unnamed: 0.1,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_RD,Area (sq. mi.),KEYCODE&DATE,DATE_RD,CODE,COUNTRY,DATE_CD,HDI,Country_CD,European Union,Area (km²),European Single Market,DATE,Week_Num,Month,day,dayz,Dates,Wednesdays,CasesxArea,CasesxPop,DeathsxCases,PopKM2,Stringency_Indexed,Country,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_Index_5
13,99,AFG,Afghanistan,2020-04-08,367.0,11.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-04-08,2020-04-08,AFG,Afghanistan,2020-04-08,0.498,,European Free Trade Agreement,,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.0,60.1,4.0,,All_Others,201.0,7.0,True
14,106,AFG,Afghanistan,2020-04-15,714.0,23.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-04-15,2020-04-15,AFG,Afghanistan,2020-04-15,0.498,,European Free Trade Agreement,,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.0,60.1,4.0,,All_Others,347.0,12.0,True
15,113,AFG,Afghanistan,2020-04-22,1092.0,36.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-04-22,2020-04-22,AFG,Afghanistan,2020-04-22,0.498,,European Free Trade Agreement,,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.0,60.1,4.0,,All_Others,378.0,13.0,True
16,120,AFG,Afghanistan,2020-04-29,1827.0,60.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-04-29,2020-04-29,AFG,Afghanistan,2020-04-29,0.498,,European Free Trade Agreement,,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.0,60.1,4.0,,All_Others,735.0,24.0,True
17,127,AFG,Afghanistan,2020-05-06,3224.0,95.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-05-06,2020-05-06,AFG,Afghanistan,2020-05-06,0.498,,European Free Trade Agreement,,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.0,0.0,0.0,60.1,4.0,,All_Others,1397.0,35.0,True
18,134,AFG,Afghanistan,2020-05-13,4967.0,127.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-05-13,2020-05-13,AFG,Afghanistan,2020-05-13,0.498,,European Free Trade Agreement,,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.0,0.0,0.0,60.1,4.0,,All_Others,1743.0,32.0,True
19,141,AFG,Afghanistan,2020-05-20,7653.0,178.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-05-20,2020-05-20,AFG,Afghanistan,2020-05-20,0.498,,European Free Trade Agreement,,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.0,0.0,0.0,60.1,4.0,,All_Others,2686.0,51.0,True
20,148,AFG,Afghanistan,2020-05-27,11831.0,220.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-05-27,2020-05-27,AFG,Afghanistan,2020-05-27,0.498,,European Free Trade Agreement,,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.0,0.0,0.0,60.1,4.0,,All_Others,4178.0,42.0,True
21,155,AFG,Afghanistan,2020-06-03,16509.0,270.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-06-03,2020-06-03,AFG,Afghanistan,2020-06-03,0.498,,European Free Trade Agreement,,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.0,0.0,0.0,60.1,4.0,,All_Others,4678.0,50.0,True
22,162,AFG,Afghanistan,2020-06-10,21459.0,384.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-06-10,2020-06-10,AFG,Afghanistan,2020-06-10,0.498,,European Free Trade Agreement,,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.0,0.0,0.0,60.1,4.0,,All_Others,4950.0,114.0,True
23,169,AFG,Afghanistan,2020-06-17,26310.0,491.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-06-17,2020-06-17,AFG,Afghanistan,2020-06-17,0.498,,European Free Trade Agreement,,Member,2020-06-17,24,Jun,Wednesday,169,20200617,True,0.0,0.0,0.0,60.1,4.0,,All_Others,4851.0,107.0,True
24,176,AFG,Afghanistan,2020-06-24,29481.0,618.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-06-24,2020-06-24,AFG,Afghanistan,2020-06-24,0.498,,European Free Trade Agreement,,Member,2020-06-24,25,Jun,Wednesday,176,20200624,True,0.0,0.0,0.0,60.1,4.0,,All_Others,3171.0,127.0,True
25,183,AFG,Afghanistan,2020-07-01,31517.0,746.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-07-01,2020-07-01,AFG,Afghanistan,2020-07-01,0.498,,European Free Trade Agreement,,Member,2020-07-01,26,Jul,Wednesday,183,20200701,True,0.0,0.0,0.0,60.1,4.0,,All_Others,2036.0,128.0,True
26,190,AFG,Afghanistan,2020-07-08,33594.0,936.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-07-08,2020-07-08,AFG,Afghanistan,2020-07-08,0.498,,European Free Trade Agreement,,Member,2020-07-08,27,Jul,Wednesday,190,20200708,True,0.1,0.0,0.0,60.1,4.0,,All_Others,2077.0,190.0,True
27,197,AFG,Afghanistan,2020-07-15,34740.0,1045.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-07-15,2020-07-15,AFG,Afghanistan,2020-07-15,0.498,,European Free Trade Agreement,,Member,2020-07-15,28,Jul,Wednesday,197,20200715,True,0.1,0.0,0.0,60.1,4.0,,All_Others,1146.0,109.0,True
28,204,AFG,Afghanistan,2020-07-22,35727.0,1190.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-07-22,2020-07-22,AFG,Afghanistan,2020-07-22,0.498,,European Free Trade Agreement,,Member,2020-07-22,29,Jul,Wednesday,204,20200722,True,0.1,0.0,0.0,60.1,4.0,,All_Others,987.0,145.0,True
29,211,AFG,Afghanistan,2020-07-29,36471.0,1271.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-07-29,2020-07-29,AFG,Afghanistan,2020-07-29,0.498,,European Free Trade Agreement,,Member,2020-07-29,30,Jul,Wednesday,211,20200729,True,0.1,0.0,0.0,60.1,4.0,,All_Others,744.0,81.0,True
30,218,AFG,Afghanistan,2020-08-05,36829.0,1294.0,71.3,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-08-05,2020-08-05,AFG,Afghanistan,2020-08-05,0.498,,European Free Trade Agreement,,Member,2020-08-05,31,Aug,Wednesday,218,20200805,True,0.1,0.0,0.0,60.1,4.0,,All_Others,358.0,23.0,True
31,225,AFG,Afghanistan,2020-08-12,37269.0,1344.0,71.3,38928341,1803.987,0.498,Afghanistan,647500.0,AFG2020-08-12,2020-08-12,AFG,Afghanistan,2020-08-12,0.498,,European Free Trade Agreement,,Member,2020-08-12,32,Aug,Wednesday,225,20200812,True,0.1,0.0,0.0,60.1,4.0,,All_Others,440.0,50.0,True
40,303,ALB,Albania,2020-03-18,55.0,1.0,81.48,2877800,11803.431,0.785,Albania,28748.0,ALB2020-03-18,2020-03-18,ALB,Albania,2020-03-18,0.785,Albania,Candidate,28748.0,Member,2020-03-18,11,Mar,Wednesday,78,20200318,True,0.0,0.0,0.0,100.1,4.0,,All_Others,45.0,,True
41,310,ALB,Albania,2020-03-25,123.0,5.0,84.26,2877800,11803.431,0.785,Albania,28748.0,ALB2020-03-25,2020-03-25,ALB,Albania,2020-03-25,0.785,Albania,Candidate,28748.0,Member,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.0,100.1,4.0,,All_Others,68.0,4.0,True
42,317,ALB,Albania,2020-04-01,243.0,15.0,84.26,2877800,11803.431,0.785,Albania,28748.0,ALB2020-04-01,2020-04-01,ALB,Albania,2020-04-01,0.785,Albania,Candidate,28748.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.1,100.1,4.0,,All_Others,120.0,10.0,True
43,324,ALB,Albania,2020-04-08,383.0,22.0,84.26,2877800,11803.431,0.785,Albania,28748.0,ALB2020-04-08,2020-04-08,ALB,Albania,2020-04-08,0.785,Albania,Candidate,28748.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.1,100.1,4.0,,All_Others,140.0,7.0,True
44,331,ALB,Albania,2020-04-15,475.0,24.0,84.26,2877800,11803.431,0.785,Albania,28748.0,ALB2020-04-15,2020-04-15,ALB,Albania,2020-04-15,0.785,Albania,Candidate,28748.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.1,100.1,4.0,,All_Others,92.0,2.0,True
45,338,ALB,Albania,2020-04-22,609.0,26.0,89.81,2877800,11803.431,0.785,Albania,28748.0,ALB2020-04-22,2020-04-22,ALB,Albania,2020-04-22,0.785,Albania,Candidate,28748.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.0,100.1,4.0,,All_Others,134.0,2.0,True
46,345,ALB,Albania,2020-04-29,750.0,30.0,89.81,2877800,11803.431,0.785,Albania,28748.0,ALB2020-04-29,2020-04-29,ALB,Albania,2020-04-29,0.785,Albania,Candidate,28748.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.0,100.1,4.0,,All_Others,141.0,4.0,True
47,352,ALB,Albania,2020-05-06,820.0,31.0,89.81,2877800,11803.431,0.785,Albania,28748.0,ALB2020-05-06,2020-05-06,ALB,Albania,2020-05-06,0.785,Albania,Candidate,28748.0,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.0,0.0,0.0,100.1,4.0,,All_Others,70.0,1.0,True
48,359,ALB,Albania,2020-05-13,876.0,31.0,89.81,2877800,11803.431,0.785,Albania,28748.0,ALB2020-05-13,2020-05-13,ALB,Albania,2020-05-13,0.785,Albania,Candidate,28748.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.0,0.0,0.0,100.1,4.0,,All_Others,56.0,0.0,True
49,366,ALB,Albania,2020-05-20,949.0,31.0,83.33,2877800,11803.431,0.785,Albania,28748.0,ALB2020-05-20,2020-05-20,ALB,Albania,2020-05-20,0.785,Albania,Candidate,28748.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.0,0.0,0.0,100.1,4.0,,All_Others,73.0,0.0,True
50,373,ALB,Albania,2020-05-27,1029.0,33.0,86.11,2877800,11803.431,0.785,Albania,28748.0,ALB2020-05-27,2020-05-27,ALB,Albania,2020-05-27,0.785,Albania,Candidate,28748.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.0,0.0,0.0,100.1,4.0,,All_Others,80.0,2.0,True
80,604,DZA,Algeria,2020-03-25,264.0,19.0,75.0,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-03-25,2020-03-25,DZA,Algeria,2020-03-25,0.754,Albania,Candidate,28748.0,Member,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.1,18.4,4.0,,All_Others,204.0,14.0,True
81,611,DZA,Algeria,2020-04-01,716.0,44.0,86.57,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-04-01,2020-04-01,DZA,Algeria,2020-04-01,0.754,Albania,Candidate,28748.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.1,18.4,4.0,,All_Others,452.0,25.0,True
82,618,DZA,Algeria,2020-04-08,1468.0,193.0,86.57,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-04-08,2020-04-08,DZA,Algeria,2020-04-08,0.754,Albania,Candidate,28748.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.1,18.4,4.0,,All_Others,752.0,149.0,True
83,625,DZA,Algeria,2020-04-15,2070.0,325.0,92.13,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-04-15,2020-04-15,DZA,Algeria,2020-04-15,0.754,Albania,Candidate,28748.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.2,18.4,5.0,,All_Others,602.0,132.0,True
84,632,DZA,Algeria,2020-04-22,2811.0,392.0,92.13,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-04-22,2020-04-22,DZA,Algeria,2020-04-22,0.754,Albania,Candidate,28748.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.1,18.4,5.0,,All_Others,741.0,67.0,True
85,639,DZA,Algeria,2020-04-29,3649.0,437.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-04-29,2020-04-29,DZA,Algeria,2020-04-29,0.754,Albania,Candidate,28748.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.1,18.4,4.0,,All_Others,838.0,45.0,True
86,646,DZA,Algeria,2020-05-06,4838.0,470.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-05-06,2020-05-06,DZA,Algeria,2020-05-06,0.754,Albania,Candidate,28748.0,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.0,0.0,0.1,18.4,4.0,,All_Others,1189.0,33.0,True
87,653,DZA,Algeria,2020-05-13,6067.0,515.0,87.96,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-05-13,2020-05-13,DZA,Algeria,2020-05-13,0.754,Albania,Candidate,28748.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.0,0.0,0.1,18.4,4.0,,All_Others,1229.0,45.0,True
88,660,DZA,Algeria,2020-05-20,7377.0,561.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-05-20,2020-05-20,DZA,Algeria,2020-05-20,0.754,Albania,Candidate,28748.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.0,0.0,0.1,18.4,4.0,,All_Others,1310.0,46.0,True
89,667,DZA,Algeria,2020-05-27,8697.0,617.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-05-27,2020-05-27,DZA,Algeria,2020-05-27,0.754,Albania,Candidate,28748.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.0,0.0,0.1,18.4,4.0,,All_Others,1320.0,56.0,True
90,674,DZA,Algeria,2020-06-03,9626.0,667.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-06-03,2020-06-03,DZA,Algeria,2020-06-03,0.754,Albania,Candidate,28748.0,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.0,0.0,0.1,18.4,4.0,,All_Others,929.0,50.0,True
91,681,DZA,Algeria,2020-06-10,10382.0,724.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-06-10,2020-06-10,DZA,Algeria,2020-06-10,0.754,Albania,Candidate,28748.0,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.0,0.0,0.1,18.4,4.0,,All_Others,756.0,57.0,True
96,716,DZA,Algeria,2020-07-15,20216.0,1028.0,74.07,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-07-15,2020-07-15,DZA,Algeria,2020-07-15,0.754,Albania,Candidate,28748.0,Member,2020-07-15,28,Jul,Wednesday,197,20200715,True,0.0,0.0,0.1,18.4,4.0,,All_Others,3337.0,60.0,True
97,723,DZA,Algeria,2020-07-22,24278.0,1100.0,74.07,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-07-22,2020-07-22,DZA,Algeria,2020-07-22,0.754,Albania,Candidate,28748.0,Member,2020-07-22,29,Jul,Wednesday,204,20200722,True,0.0,0.0,0.0,18.4,4.0,,All_Others,4062.0,72.0,True
98,730,DZA,Algeria,2020-07-29,28615.0,1174.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-07-29,2020-07-29,DZA,Algeria,2020-07-29,0.754,Albania,Candidate,28748.0,Member,2020-07-29,30,Jul,Wednesday,211,20200729,True,0.0,0.0,0.0,18.4,4.0,,All_Others,4337.0,74.0,True
99,737,DZA,Algeria,2020-08-05,32504.0,1248.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-08-05,2020-08-05,DZA,Algeria,2020-08-05,0.754,Albania,Candidate,28748.0,Member,2020-08-05,31,Aug,Wednesday,218,20200805,True,0.0,0.0,0.0,18.4,4.0,,All_Others,3889.0,74.0,True
100,744,DZA,Algeria,2020-08-12,36204.0,1322.0,85.19,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-08-12,2020-08-12,DZA,Algeria,2020-08-12,0.754,Albania,Candidate,28748.0,Member,2020-08-12,32,Aug,Wednesday,225,20200812,True,0.0,0.0,0.0,18.4,4.0,,All_Others,3700.0,74.0,True
101,751,DZA,Algeria,2020-08-19,39444.0,1391.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-08-19,2020-08-19,DZA,Algeria,2020-08-19,0.754,Albania,Candidate,28748.0,Member,2020-08-19,33,Aug,Wednesday,232,20200819,True,0.0,0.0,0.0,18.4,4.0,,All_Others,3240.0,69.0,True
102,758,DZA,Algeria,2020-08-26,42228.0,1456.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-08-26,2020-08-26,DZA,Algeria,2020-08-26,0.754,Albania,Candidate,28748.0,Member,2020-08-26,34,Aug,Wednesday,239,20200826,True,0.0,0.0,0.0,18.4,4.0,,All_Others,2784.0,65.0,True
103,765,DZA,Algeria,2020-09-02,44833.0,1518.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-09-02,2020-09-02,DZA,Algeria,2020-09-02,0.754,Albania,Candidate,28748.0,Member,2020-09-02,35,Sep,Wednesday,246,20200902,True,0.0,0.0,0.0,18.4,4.0,,All_Others,2605.0,62.0,True
104,772,DZA,Algeria,2020-09-09,46938.0,1571.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-09-09,2020-09-09,DZA,Algeria,2020-09-09,0.754,Albania,Candidate,28748.0,Member,2020-09-09,36,Sep,Wednesday,253,20200909,True,0.0,0.0,0.0,18.4,4.0,,All_Others,2105.0,53.0,True
105,779,DZA,Algeria,2020-09-16,48734.0,1632.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-09-16,2020-09-16,DZA,Algeria,2020-09-16,0.754,Albania,Candidate,28748.0,Member,2020-09-16,37,Sep,Wednesday,260,20200916,True,0.0,0.0,0.0,18.4,4.0,,All_Others,1796.0,61.0,True
106,786,DZA,Algeria,2020-09-23,50214.0,1689.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-09-23,2020-09-23,DZA,Algeria,2020-09-23,0.754,Albania,Candidate,28748.0,Member,2020-09-23,38,Sep,Wednesday,267,20200923,True,0.0,0.0,0.0,18.4,4.0,,All_Others,1480.0,57.0,True
107,793,DZA,Algeria,2020-09-30,51368.0,1726.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,DZA2020-09-30,2020-09-30,DZA,Algeria,2020-09-30,0.754,Albania,Candidate,28748.0,Member,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.0,0.0,0.0,18.4,4.0,,All_Others,1154.0,37.0,True
139,1049,AGO,Angola,2020-04-01,7.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-04-01,2020-04-01,AGO,Angola,2020-04-01,0.581,Albania,Candidate,28748.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.3,26.4,5.0,,All_Others,5.0,,True
140,1056,AGO,Angola,2020-04-08,17.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-04-08,2020-04-08,AGO,Angola,2020-04-08,0.581,Albania,Candidate,28748.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.1,26.4,5.0,,All_Others,10.0,0.0,True
141,1063,AGO,Angola,2020-04-15,19.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-04-15,2020-04-15,AGO,Angola,2020-04-15,0.581,Albania,Candidate,28748.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.1,26.4,5.0,,All_Others,2.0,0.0,True
142,1070,AGO,Angola,2020-04-22,24.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-04-22,2020-04-22,AGO,Angola,2020-04-22,0.581,Albania,Candidate,28748.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.1,26.4,5.0,,All_Others,5.0,0.0,True
143,1077,AGO,Angola,2020-04-29,27.0,2.0,78.7,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-04-29,2020-04-29,AGO,Angola,2020-04-29,0.581,Albania,Candidate,28748.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.1,26.4,4.0,,All_Others,3.0,0.0,True
144,1084,AGO,Angola,2020-05-06,36.0,2.0,78.7,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-05-06,2020-05-06,AGO,Angola,2020-05-06,0.581,Albania,Candidate,28748.0,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.0,0.0,0.1,26.4,4.0,,All_Others,9.0,0.0,True
145,1091,AGO,Angola,2020-05-13,45.0,2.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-05-13,2020-05-13,AGO,Angola,2020-05-13,0.581,Albania,Candidate,28748.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.0,0.0,0.0,26.4,4.0,,All_Others,9.0,0.0,True
146,1098,AGO,Angola,2020-05-20,50.0,2.0,81.48,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-05-20,2020-05-20,AGO,Angola,2020-05-20,0.581,Albania,Candidate,28748.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.0,0.0,0.0,26.4,4.0,,All_Others,5.0,0.0,True
147,1105,AGO,Angola,2020-05-27,71.0,4.0,77.78,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-05-27,2020-05-27,AGO,Angola,2020-05-27,0.581,Albania,Candidate,28748.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.0,0.0,0.1,26.4,4.0,,All_Others,21.0,2.0,True
148,1112,AGO,Angola,2020-06-03,86.0,4.0,77.78,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-06-03,2020-06-03,AGO,Angola,2020-06-03,0.581,Albania,Candidate,28748.0,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.0,0.0,0.0,26.4,4.0,,All_Others,15.0,0.0,True
149,1119,AGO,Angola,2020-06-10,96.0,4.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-06-10,2020-06-10,AGO,Angola,2020-06-10,0.581,Albania,Candidate,28748.0,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.0,0.0,0.0,26.4,4.0,,All_Others,10.0,0.0,True
150,1126,AGO,Angola,2020-06-17,142.0,6.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-06-17,2020-06-17,AGO,Angola,2020-06-17,0.581,Albania,Candidate,28748.0,Member,2020-06-17,24,Jun,Wednesday,169,20200617,True,0.0,0.0,0.0,26.4,4.0,,All_Others,46.0,2.0,True
151,1133,AGO,Angola,2020-06-24,186.0,10.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-06-24,2020-06-24,AGO,Angola,2020-06-24,0.581,Albania,Candidate,28748.0,Member,2020-06-24,25,Jun,Wednesday,176,20200624,True,0.0,0.0,0.1,26.4,4.0,,All_Others,44.0,4.0,True
152,1140,AGO,Angola,2020-07-01,284.0,13.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-07-01,2020-07-01,AGO,Angola,2020-07-01,0.581,Albania,Candidate,28748.0,Member,2020-07-01,26,Jul,Wednesday,183,20200701,True,0.0,0.0,0.0,26.4,4.0,,All_Others,98.0,3.0,True
153,1147,AGO,Angola,2020-07-08,353.0,19.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-07-08,2020-07-08,AGO,Angola,2020-07-08,0.581,Albania,Candidate,28748.0,Member,2020-07-08,27,Jul,Wednesday,190,20200708,True,0.0,0.0,0.1,26.4,4.0,,All_Others,69.0,6.0,True
154,1154,AGO,Angola,2020-07-15,525.0,26.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-07-15,2020-07-15,AGO,Angola,2020-07-15,0.581,Albania,Candidate,28748.0,Member,2020-07-15,28,Jul,Wednesday,197,20200715,True,0.0,0.0,0.0,26.4,4.0,,All_Others,172.0,7.0,True
155,1161,AGO,Angola,2020-07-22,749.0,29.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-07-22,2020-07-22,AGO,Angola,2020-07-22,0.581,Albania,Candidate,28748.0,Member,2020-07-22,29,Jul,Wednesday,204,20200722,True,0.0,0.0,0.0,26.4,4.0,,All_Others,224.0,3.0,True
156,1168,AGO,Angola,2020-07-29,950.0,41.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-07-29,2020-07-29,AGO,Angola,2020-07-29,0.581,Albania,Candidate,28748.0,Member,2020-07-29,30,Jul,Wednesday,211,20200729,True,0.0,0.0,0.0,26.4,4.0,,All_Others,201.0,12.0,True
157,1175,AGO,Angola,2020-08-05,1164.0,54.0,79.17,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-08-05,2020-08-05,AGO,Angola,2020-08-05,0.581,Albania,Candidate,28748.0,Member,2020-08-05,31,Aug,Wednesday,218,20200805,True,0.0,0.0,0.0,26.4,4.0,,All_Others,214.0,13.0,True
158,1182,AGO,Angola,2020-08-12,1679.0,78.0,79.17,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-08-12,2020-08-12,AGO,Angola,2020-08-12,0.581,Albania,Candidate,28748.0,Member,2020-08-12,32,Aug,Wednesday,225,20200812,True,0.0,0.0,0.0,26.4,4.0,,All_Others,515.0,24.0,True
159,1189,AGO,Angola,2020-08-19,1966.0,90.0,79.17,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-08-19,2020-08-19,AGO,Angola,2020-08-19,0.581,Albania,Candidate,28748.0,Member,2020-08-19,33,Aug,Wednesday,232,20200819,True,0.0,0.0,0.0,26.4,4.0,,All_Others,287.0,12.0,True
160,1196,AGO,Angola,2020-08-26,2283.0,102.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-08-26,2020-08-26,AGO,Angola,2020-08-26,0.581,Albania,Candidate,28748.0,Member,2020-08-26,34,Aug,Wednesday,239,20200826,True,0.0,0.0,0.0,26.4,4.0,,All_Others,317.0,12.0,True
161,1203,AGO,Angola,2020-09-02,2654.0,108.0,81.02,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-09-02,2020-09-02,AGO,Angola,2020-09-02,0.581,Albania,Candidate,28748.0,Member,2020-09-02,35,Sep,Wednesday,246,20200902,True,0.0,0.0,0.0,26.4,4.0,,All_Others,371.0,6.0,True
162,1210,AGO,Angola,2020-09-09,2981.0,120.0,81.02,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-09-09,2020-09-09,AGO,Angola,2020-09-09,0.581,Albania,Candidate,28748.0,Member,2020-09-09,36,Sep,Wednesday,253,20200909,True,0.0,0.0,0.0,26.4,4.0,,All_Others,327.0,12.0,True
163,1217,AGO,Angola,2020-09-16,3439.0,134.0,75.0,32866268,5819.495,0.581,Angola,1246700.0,AGO2020-09-16,2020-09-16,AGO,Angola,2020-09-16,0.581,Albania,Candidate,28748.0,Member,2020-09-16,37,Sep,Wednesday,260,20200916,True,0.0,0.0,0.0,26.4,4.0,,All_Others,458.0,14.0,True
