,Unnamed: 0.1,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_x,Region,Area (sq. mi.),KEYCODE&DATE,DATE,Country_y,European Union,Area (km²),European Single Market,Week_Num,Month,day,dayz,Dates,Wednesdays,Cases_x_Area,Cases_x_Pop,Deaths_%_Cases,PopKM2,Stringency_Indexed,Country,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_IndexL4_L5
6337,47912,GBR,United Kingdom,2020-03-25,12650.0,512.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-03-25,2020-03-25,United Kingdom,Member,243610.0,Member,12,Mar,Wednesday,85,20200325,True,0.1,0.0,4.0,277.3,4.0,United Kingdom,EU,8992.0,430.0,True
6338,47919,GBR,United Kingdom,2020-04-01,33954.0,2453.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-04-01,2020-04-01,United Kingdom,Member,243610.0,Member,13,Apr,Wednesday,92,20200401,True,0.1,0.0,7.2,277.3,4.0,United Kingdom,EU,21304.0,1941.0,True
6339,47926,GBR,United Kingdom,2020-04-08,66054.0,7545.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-04-08,2020-04-08,United Kingdom,Member,243610.0,Member,14,Apr,Wednesday,99,20200408,True,0.3,0.0,11.4,277.3,4.0,United Kingdom,EU,32100.0,5092.0,True
6340,47933,GBR,United Kingdom,2020-04-15,97052.0,14113.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-04-15,2020-04-15,United Kingdom,Member,243610.0,Member,15,Apr,Wednesday,106,20200415,True,0.4,0.0,14.5,277.3,4.0,United Kingdom,EU,30998.0,6568.0,True
6341,47940,GBR,United Kingdom,2020-04-22,130119.0,20273.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-04-22,2020-04-22,United Kingdom,Member,243610.0,Member,16,Apr,Wednesday,113,20200422,True,0.5,0.0,15.6,277.3,4.0,United Kingdom,EU,33067.0,6160.0,True
6342,47947,GBR,United Kingdom,2020-04-29,162421.0,25280.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-04-29,2020-04-29,United Kingdom,Member,243610.0,Member,17,Apr,Wednesday,120,20200429,True,0.7,0.0,15.6,277.3,4.0,United Kingdom,EU,32302.0,5007.0,True
6343,47954,GBR,United Kingdom,2020-05-06,191895.0,29216.0,79.63,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-05-06,2020-05-06,United Kingdom,Member,243610.0,Member,18,May,Wednesday,127,20200506,True,0.8,0.0,15.2,277.3,4.0,United Kingdom,EU,29474.0,3936.0,True
6344,47961,GBR,United Kingdom,2020-05-13,214306.0,32193.0,71.3,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-05-13,2020-05-13,United Kingdom,Member,243610.0,Member,19,May,Wednesday,134,20200513,True,0.9,0.0,15.0,277.3,4.0,United Kingdom,EU,22411.0,2977.0,True
6345,47968,GBR,United Kingdom,2020-05-20,232675.0,34466.0,71.3,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-05-20,2020-05-20,United Kingdom,Member,243610.0,Member,20,May,Wednesday,141,20200520,True,1.0,0.0,14.8,277.3,4.0,United Kingdom,EU,18369.0,2273.0,True
6346,47975,GBR,United Kingdom,2020-05-27,247596.0,36192.0,71.3,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-05-27,2020-05-27,United Kingdom,Member,243610.0,Member,21,May,Wednesday,148,20200527,True,1.0,0.0,14.6,277.3,4.0,United Kingdom,EU,14921.0,1726.0,True
6348,47989,GBR,United Kingdom,2020-06-10,265859.0,38861.0,73.15,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-06-10,2020-06-10,United Kingdom,Member,243610.0,Member,23,Jun,Wednesday,162,20200610,True,1.1,0.0,14.6,277.3,4.0,United Kingdom,EU,7824.0,1081.0,True
6349,47996,GBR,United Kingdom,2020-06-17,273040.0,39515.0,71.3,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-06-17,2020-06-17,United Kingdom,Member,243610.0,Member,24,Jun,Wednesday,169,20200617,True,1.1,0.0,14.5,277.3,4.0,United Kingdom,EU,7181.0,654.0,True
6350,48003,GBR,United Kingdom,2020-06-24,279390.0,39986.0,71.3,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-06-24,2020-06-24,United Kingdom,Member,243610.0,Member,25,Jun,Wednesday,176,20200624,True,1.1,0.0,14.3,277.3,4.0,United Kingdom,EU,6350.0,471.0,True
6351,48010,GBR,United Kingdom,2020-07-01,284271.0,40394.0,71.3,67886004,39753.244,0.922,United Kingdom,WESTERN EUROPE                     ,244820.0,GBR2020-07-01,2020-07-01,United Kingdom,Member,243610.0,Member,26,Jul,Wednesday,183,20200701,True,1.2,0.0,14.2,277.3,4.0,United Kingdom,EU,4881.0,408.0,True
