,Unnamed: 0,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_RD,Area (sq. mi.),DATE_RD,DATE_CD,Country_CD,European Union,Area (km²),Population Density,DATE,Week_Num,Month,day,dayz,Dates,Wednesdays,CasesxArea,CasesxPop,DeathsxCases,AreaKM2,PopKM2,Stringency_Indexed,Country,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_Index_5
1837,1969,ECU,Ecuador,2020-07-29,82279.0,5584.0,72.69,17643060,10581.936,0.752,Ecuador,283560.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,0.0046635334233403,0.1,,,4.0,,All_Others,6062.0,218.0,True
1838,1970,ECU,Ecuador,2020-08-05,87963.0,5808.0,70.83,17643060,10581.936,0.752,Ecuador,283560.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,0.0049856997595655,0.1,,,4.0,,All_Others,5684.0,224.0,True
1839,1971,ECU,Ecuador,2020-08-12,95563.0,5951.0,70.83,17643060,10581.936,0.752,Ecuador,283560.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,0.0054164640374175,0.1,,,4.0,,All_Others,7600.0,143.0,True
1840,1972,ECU,Ecuador,2020-08-19,102941.0,6105.0,70.83,17643060,10581.936,0.752,Ecuador,283560.0,2020-08-19,,,,,,2020-08-19,33,Aug,Wednesday,232,20200819,True,,0.0058346454639954,0.1,,,4.0,,All_Others,7378.0,154.0,True
1841,1973,ECU,Ecuador,2020-08-26,109030.0,6368.0,70.83,17643060,10581.936,0.752,Ecuador,283560.0,2020-08-26,,,,,,2020-08-26,34,Aug,Wednesday,239,20200826,True,,0.0061797670018692,0.1,,,4.0,,All_Others,6089.0,263.0,True
1842,1974,ECU,Ecuador,2020-09-02,114309.0,6571.0,70.83,17643060,10581.936,0.752,Ecuador,283560.0,2020-09-02,,,,,,2020-09-02,35,Sep,Wednesday,246,20200902,True,,0.0064789781364457,0.1,,,4.0,,All_Others,5279.0,203.0,True
1843,1975,ECU,Ecuador,2020-09-09,110757.0,10627.0,70.83,17643060,10581.936,0.752,Ecuador,283560.0,2020-09-09,,,,,,2020-09-09,36,Sep,Wednesday,253,20200909,True,,0.0062776525160601,0.1,,,4.0,,All_Others,-3552.0,4056.0,True
1858,1993,EGY,Egypt,2020-03-25,366.0,19.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-03-25,,,,,,2020-03-25,12,Mar,Wednesday,85,20200325,True,,3.57650984684007e-06,0.1,,,4.0,,All_Others,200.0,15.0,True
1859,1994,EGY,Egypt,2020-04-01,656.0,41.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,6.410356446795317e-06,0.1,,,4.0,,All_Others,290.0,22.0,True
1860,1995,EGY,Egypt,2020-04-08,1322.0,85.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,1.2918431741864952e-05,0.1,,,4.0,,All_Others,666.0,44.0,True
1861,1996,EGY,Egypt,2020-04-15,2350.0,178.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,2.296392934446493e-05,0.1,,,4.0,,All_Others,1028.0,93.0,True
1862,1997,EGY,Egypt,2020-04-22,3490.0,264.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,3.410387804773728e-05,0.1,,,4.0,,All_Others,1140.0,86.0,True
1863,1998,EGY,Egypt,2020-04-29,5042.0,359.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,4.926984329991156e-05,0.1,,,4.0,,All_Others,1552.0,95.0,True
1864,1999,EGY,Egypt,2020-05-06,7201.0,452.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,7.0367342642337e-05,0.1,,,4.0,,All_Others,2159.0,93.0,True
1865,2000,EGY,Egypt,2020-05-13,10093.0,544.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,9.862763356327002e-05,0.1,,,4.0,,All_Others,2892.0,92.0,True
1866,2001,EGY,Egypt,2020-05-20,13484.0,659.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,0.000131764095013,0.0,,,4.0,,All_Others,3391.0,115.0,True
1867,2002,EGY,Egypt,2020-05-27,18756.0,797.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,0.0001832814718233,0.0,,,4.0,,All_Others,5272.0,138.0,True
1868,2003,EGY,Egypt,2020-06-03,27536.0,1052.0,84.26,102334403,10550.206,0.696,Egypt,1001450.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,0.0002690786206081,0.0,,,4.0,,All_Others,8780.0,255.0,True
1869,2004,EGY,Egypt,2020-06-10,36829.0,1306.0,71.3,102334403,10550.206,0.696,Egypt,1001450.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,0.0003598887463094,0.0,,,4.0,,All_Others,9293.0,254.0,True
1870,2005,EGY,Egypt,2020-06-17,47856.0,1766.0,71.3,102334403,10550.206,0.696,Egypt,1001450.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,0.0004676433203015,0.0,,,4.0,,All_Others,11027.0,460.0,True
1871,2006,EGY,Egypt,2020-06-24,58141.0,2365.0,71.3,102334403,10550.206,0.696,Egypt,1001450.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,0.0005681471557517,0.0,,,4.0,,All_Others,10285.0,599.0,True
1886,2023,SLV,El Salvador,2020-03-25,9.0,,88.89,6486201,7292.458,0.674,El Salvador,21040.0,2020-03-25,,,,,,2020-03-25,12,Mar,Wednesday,85,20200325,True,,1.3875610700315948e-06,,,,4.0,,All_Others,,,True
1887,2024,SLV,El Salvador,2020-04-01,32.0,1.0,88.89,6486201,7292.458,0.674,El Salvador,21040.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,4.933550471223448e-06,0.0,,,4.0,,All_Others,23.0,,True
1888,2025,SLV,El Salvador,2020-04-08,78.0,4.0,88.89,6486201,7292.458,0.674,El Salvador,21040.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,1.2025529273607154e-05,0.1,,,4.0,,All_Others,46.0,3.0,True
1889,2026,SLV,El Salvador,2020-04-15,159.0,6.0,88.89,6486201,7292.458,0.674,El Salvador,21040.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,2.4513578903891503e-05,0.0,,,4.0,,All_Others,81.0,2.0,True
1890,2027,SLV,El Salvador,2020-04-22,225.0,7.0,94.44,6486201,7292.458,0.674,El Salvador,21040.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,3.468902675078987e-05,0.0,,,5.0,,All_Others,66.0,1.0,True
1891,2028,SLV,El Salvador,2020-04-29,345.0,9.0,94.44,6486201,7292.458,0.674,El Salvador,21040.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,5.31898410178778e-05,0.0,,,5.0,,All_Others,120.0,2.0,True
1892,2029,SLV,El Salvador,2020-05-06,587.0,14.0,94.44,6486201,7292.458,0.674,El Salvador,21040.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,9.049981645650512e-05,0.0,,,5.0,,All_Others,242.0,5.0,True
1893,2030,SLV,El Salvador,2020-05-13,1037.0,20.0,100.0,6486201,7292.458,0.674,El Salvador,21040.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,0.000159877869958,0.0,,,5.0,,All_Others,450.0,6.0,True
1894,2031,SLV,El Salvador,2020-05-20,1498.0,31.0,100.0,6486201,7292.458,0.674,El Salvador,21040.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,0.0002309518314341,0.0,,,5.0,,All_Others,461.0,11.0,True
1895,2032,SLV,El Salvador,2020-05-27,2042.0,36.0,100.0,6486201,7292.458,0.674,El Salvador,21040.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,0.0003148221894449,0.0,,,5.0,,All_Others,544.0,5.0,True
1896,2033,SLV,El Salvador,2020-06-03,2653.0,49.0,96.3,6486201,7292.458,0.674,El Salvador,21040.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,0.0004090221687548,0.0,,,5.0,,All_Others,611.0,13.0,True
1897,2034,SLV,El Salvador,2020-06-10,3191.0,60.0,96.3,6486201,7292.458,0.674,El Salvador,21040.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,0.0004919674860523,0.0,,,5.0,,All_Others,538.0,11.0,True
1898,2035,SLV,El Salvador,2020-06-17,3941.0,78.0,90.74,6486201,7292.458,0.674,El Salvador,21040.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,0.0006075975752216,0.0,,,5.0,,All_Others,750.0,18.0,True
1899,2036,SLV,El Salvador,2020-06-24,4973.0,113.0,90.74,6486201,7292.458,0.674,El Salvador,21040.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,0.0007667045779185,0.0,,,5.0,,All_Others,1032.0,35.0,True
1900,2037,SLV,El Salvador,2020-07-01,6438.0,174.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-07-01,,,,,,2020-07-01,26,Jul,Wednesday,183,20200701,True,,0.0009925686854292,0.0,,,4.0,,All_Others,1465.0,61.0,True
1901,2038,SLV,El Salvador,2020-07-08,8307.0,229.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-07-08,,,,,,2020-07-08,27,Jul,Wednesday,190,20200708,True,,0.0012807188676391,0.0,,,4.0,,All_Others,1869.0,55.0,True
1902,2039,SLV,El Salvador,2020-07-15,10303.0,278.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-07-15,,,,,,2020-07-15,28,Jul,Wednesday,197,20200715,True,,0.0015884490782817,0.0,,,4.0,,All_Others,1996.0,49.0,True
1903,2040,SLV,El Salvador,2020-07-22,12582.0,363.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-07-22,,,,,,2020-07-22,29,Jul,Wednesday,204,20200722,True,,0.0019398103759041,0.0,,,4.0,,All_Others,2279.0,85.0,True
1904,2041,SLV,El Salvador,2020-07-29,15446.0,417.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,0.0023813631430786,0.0,,,4.0,,All_Others,2864.0,54.0,True
1905,2042,SLV,El Salvador,2020-08-05,18262.0,486.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,0.0028155155845463,0.0,,,4.0,,All_Others,2816.0,69.0,True
1906,2043,SLV,El Salvador,2020-08-12,21269.0,577.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,0.0032791151553891,0.0,,,4.0,,All_Others,3007.0,91.0,True
1907,2044,SLV,El Salvador,2020-08-19,23462.0,633.0,89.81,6486201,7292.458,0.674,El Salvador,21040.0,2020-08-19,,,,,,2020-08-19,33,Aug,Wednesday,232,20200819,True,,0.0036172175361201,0.0,,,4.0,,All_Others,2193.0,56.0,True
1908,2045,SLV,El Salvador,2020-08-26,24986.0,687.0,80.56,6486201,7292.458,0.674,El Salvador,21040.0,2020-08-26,,,,,,2020-08-26,34,Aug,Wednesday,239,20200826,True,,0.0038521778773121,0.0,,,4.0,,All_Others,1524.0,54.0,True
1909,2046,SLV,El Salvador,2020-09-02,25904.0,731.0,80.56,6486201,7292.458,0.674,El Salvador,21040.0,2020-09-02,,,,,,2020-09-02,35,Sep,Wednesday,246,20200902,True,,0.0039937091064553,0.0,,,4.0,,All_Others,918.0,44.0,True
1910,2047,SLV,El Salvador,2020-09-09,26511.0,765.0,80.56,6486201,7292.458,0.674,El Salvador,21040.0,2020-09-09,,,,,,2020-09-09,36,Sep,Wednesday,253,20200909,True,,0.0040872923919564,0.0,,,4.0,,All_Others,607.0,34.0,True
1911,2048,SLV,El Salvador,2020-09-16,27163.0,796.0,80.56,6486201,7292.458,0.674,El Salvador,21040.0,2020-09-16,,,,,,2020-09-16,37,Sep,Wednesday,260,20200916,True,,0.0041878134828075,0.0,,,4.0,,All_Others,652.0,31.0,True
1944,2085,ERI,Eritrea,2020-04-01,15.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,4.229609124902331e-06,,,,5.0,,All_Others,14.0,,True
1945,2086,ERI,Eritrea,2020-04-08,31.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,8.741192191464818e-06,,,,5.0,,All_Others,16.0,,True
1946,2087,ERI,Eritrea,2020-04-15,35.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,9.86908795810544e-06,,,,5.0,,All_Others,4.0,,True
1947,2088,ERI,Eritrea,2020-04-22,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,1.0996983724746062e-05,,,,5.0,,All_Others,4.0,,True
1948,2089,ERI,Eritrea,2020-04-29,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,1.0996983724746062e-05,,,,5.0,,All_Others,0.0,,True
1949,2090,ERI,Eritrea,2020-05-06,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,1.0996983724746062e-05,,,,5.0,,All_Others,0.0,,True
1950,2091,ERI,Eritrea,2020-05-13,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,1.0996983724746062e-05,,,,5.0,,All_Others,0.0,,True
1951,2092,ERI,Eritrea,2020-05-20,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,1.0996983724746062e-05,,,,5.0,,All_Others,0.0,,True
1952,2093,ERI,Eritrea,2020-05-27,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,1.0996983724746062e-05,,,,5.0,,All_Others,0.0,,True
1953,2094,ERI,Eritrea,2020-06-03,39.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,1.0996983724746062e-05,,,,5.0,,All_Others,0.0,,True
1954,2095,ERI,Eritrea,2020-06-10,41.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,1.1560931608066372e-05,,,,5.0,,All_Others,2.0,,True
1955,2096,ERI,Eritrea,2020-06-17,121.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,3.4118846940878806e-05,,,,5.0,,All_Others,80.0,,True
1956,2097,ERI,Eritrea,2020-06-24,143.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,4.0322273657402224e-05,,,,5.0,,All_Others,22.0,,True
1957,2098,ERI,Eritrea,2020-07-01,203.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-07-01,,,,,,2020-07-01,26,Jul,Wednesday,183,20200701,True,,5.724071015701155e-05,,,,5.0,,All_Others,60.0,,True
1958,2099,ERI,Eritrea,2020-07-08,215.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-07-08,,,,,,2020-07-08,27,Jul,Wednesday,190,20200708,True,,6.062439745693341e-05,,,,5.0,,All_Others,12.0,,True
1959,2100,ERI,Eritrea,2020-07-15,232.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-07-15,,,,,,2020-07-15,28,Jul,Wednesday,197,20200715,True,,6.541795446515605e-05,,,,5.0,,All_Others,17.0,,True
1960,2101,ERI,Eritrea,2020-07-22,251.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-07-22,,,,,,2020-07-22,29,Jul,Wednesday,204,20200722,True,,7.077545935669901e-05,,,,5.0,,All_Others,19.0,,True
1961,2102,ERI,Eritrea,2020-07-29,265.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,7.472309453994118e-05,,,,5.0,,All_Others,14.0,,True
1962,2103,ERI,Eritrea,2020-08-05,282.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,7.951665154816383e-05,,,,5.0,,All_Others,17.0,,True
1963,2104,ERI,Eritrea,2020-08-12,285.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,8.036257337314429e-05,,,,5.0,,All_Others,3.0,,True
1964,2105,ERI,Eritrea,2020-08-19,304.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-08-19,,,,,,2020-08-19,33,Aug,Wednesday,232,20200819,True,,8.572007826468725e-05,,,,5.0,,All_Others,19.0,,True
1965,2106,ERI,Eritrea,2020-08-26,315.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-08-26,,,,,,2020-08-26,34,Aug,Wednesday,239,20200826,True,,8.882179162294895e-05,,,,5.0,,All_Others,11.0,,True
1966,2107,ERI,Eritrea,2020-09-02,319.0,,93.52,3546427,1510.459,0.44,Eritrea,121320.0,2020-09-02,,,,,,2020-09-02,35,Sep,Wednesday,246,20200902,True,,8.994968738958957e-05,,,,5.0,,All_Others,4.0,,True
1967,2108,ERI,Eritrea,2020-09-09,341.0,,96.3,3546427,1510.459,0.44,Eritrea,121320.0,2020-09-09,,,,,,2020-09-09,36,Sep,Wednesday,253,20200909,True,,9.6153114106113e-05,,,,5.0,,All_Others,22.0,,True
1968,2109,ERI,Eritrea,2020-09-16,361.0,,96.3,3546427,1510.459,0.44,Eritrea,121320.0,2020-09-16,,,,,,2020-09-16,37,Sep,Wednesday,260,20200916,True,,0.0001017925929393,,,,5.0,,All_Others,20.0,,True
1969,2110,ERI,Eritrea,2020-09-23,364.0,,89.81,3546427,1510.459,0.44,Eritrea,121320.0,2020-09-23,,,,,,2020-09-23,38,Sep,Wednesday,267,20200923,True,,0.0001026385147642,,,,4.0,,All_Others,3.0,,True
1970,2111,ERI,Eritrea,2020-09-30,375.0,,86.11,3546427,1510.459,0.44,Eritrea,121320.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0001057402281225,,,,4.0,,All_Others,11.0,,True
1983,2127,EST,Estonia,2020-04-01,745.0,4.0,77.78,1326539,29481.252,0.871,Estonia,45226.0,2020-04-01,2020-04-01,Estonia,Member,45227.0,29.0,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0164724611404691,0.0005616118335005,0.0,45227.0,29.33068742123068,4.0,Estonia,EU,376.0,,True
1984,2128,EST,Estonia,2020-04-08,1149.0,21.0,77.78,1326539,29481.252,0.871,Estonia,45226.0,2020-04-08,2020-04-08,Estonia,Member,45227.0,29.0,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0254051783226833,0.0008661637539491,0.0,45227.0,29.33068742123068,4.0,Estonia,EU,404.0,17.0,True
1985,2129,EST,Estonia,2020-04-15,1373.0,31.0,77.78,1326539,29481.252,0.871,Estonia,45226.0,2020-04-15,2020-04-15,Estonia,Member,45227.0,29.0,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0303579720078714,0.0010350242246929,0.0,45227.0,29.33068742123068,4.0,Estonia,EU,224.0,10.0,True
1986,2130,EST,Estonia,2020-04-22,1552.0,43.0,77.78,1326539,29481.252,0.871,Estonia,45226.0,2020-04-22,2020-04-22,Estonia,Member,45227.0,29.0,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0343157848188029,0.0011699618330105,0.0,45227.0,29.33068742123068,4.0,Estonia,EU,179.0,12.0,True
1987,2131,EST,Estonia,2020-04-29,1660.0,50.0,75.0,1326539,29481.252,0.871,Estonia,45226.0,2020-04-29,2020-04-29,Estonia,Member,45227.0,29.0,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0367037389170185,0.0012513767028334,0.0,45227.0,29.33068742123068,4.0,Estonia,EU,108.0,7.0,True
1988,2132,EST,Estonia,2020-05-06,1711.0,55.0,75.0,1326539,29481.252,0.871,Estonia,45226.0,2020-05-06,2020-05-06,Estonia,Member,45227.0,29.0,2020-05-06,18,May,Wednesday,127,20200506,True,0.0378313839078426,0.0012898226135831,0.0,45227.0,29.33068742123068,4.0,Estonia,EU,51.0,5.0,True
2013,2159,ETH,Ethiopia,2020-04-08,52.0,2.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,4.523171481181132e-07,0.0,,,4.0,,All_Others,27.0,,True
2014,2160,ETH,Ethiopia,2020-04-15,82.0,3.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,7.132693489554862e-07,0.0,,,4.0,,All_Others,30.0,1.0,True
2015,2161,ETH,Ethiopia,2020-04-22,114.0,3.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,9.916183631820174e-07,0.0,,,4.0,,All_Others,32.0,0.0,True
2016,2162,ETH,Ethiopia,2020-04-29,126.0,3.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,1.0959992435169663e-06,0.0,,,4.0,,All_Others,12.0,0.0,True
2017,2163,ETH,Ethiopia,2020-05-06,145.0,4.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,1.2612689707139696e-06,0.0,,,4.0,,All_Others,19.0,1.0,True
2018,2164,ETH,Ethiopia,2020-05-13,261.0,5.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,2.270284147285145e-06,0.0,,,4.0,,All_Others,116.0,1.0,True
2019,2165,ETH,Ethiopia,2020-05-20,365.0,5.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,3.174918443521372e-06,0.0,,,4.0,,All_Others,104.0,0.0,True
2020,2166,ETH,Ethiopia,2020-05-27,701.0,6.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,6.097583092899949e-06,0.0,,,4.0,,All_Others,336.0,1.0,True
2021,2167,ETH,Ethiopia,2020-06-03,1344.0,14.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,1.169065859751431e-05,0.0,,,4.0,,All_Others,643.0,8.0,True
2022,2168,ETH,Ethiopia,2020-06-10,2336.0,32.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,2.0319478038536778e-05,0.0,,,4.0,,All_Others,992.0,18.0,True
2023,2169,ETH,Ethiopia,2020-06-17,3630.0,61.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,3.157521630132213e-05,0.0,,,4.0,,All_Others,1294.0,29.0,True
2024,2170,ETH,Ethiopia,2020-06-24,4848.0,75.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,4.216987565531948e-05,0.0,,,4.0,,All_Others,1218.0,14.0,True
2025,2171,ETH,Ethiopia,2020-07-01,5846.0,103.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-07-01,,,,,,2020-07-01,26,Jul,Wednesday,183,20200701,True,,5.085088553650942e-05,0.0,,,4.0,,All_Others,998.0,28.0,True
2026,2172,ETH,Ethiopia,2020-07-08,6666.0,119.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-07-08,,,,,,2020-07-08,27,Jul,Wednesday,190,20200708,True,,5.798357902606428e-05,0.0,,,4.0,,All_Others,820.0,16.0,True
2027,2173,ETH,Ethiopia,2020-07-15,7969.0,139.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-07-15,,,,,,2020-07-15,28,Jul,Wednesday,197,20200715,True,,6.931760294910084e-05,0.0,,,4.0,,All_Others,1303.0,20.0,True
2028,2174,ETH,Ethiopia,2020-07-22,10511.0,173.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-07-22,,,,,,2020-07-22,29,Jul,Wednesday,204,20200722,True,,9.142895276672093e-05,0.0,,,4.0,,All_Others,2542.0,34.0,True
2029,2175,ETH,Ethiopia,2020-07-29,15200.0,239.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,0.0001322157817576,0.0,,,4.0,,All_Others,4689.0,66.0,True
2030,2176,ETH,Ethiopia,2020-08-05,19877.0,343.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,0.0001728982298681,0.0,,,4.0,,All_Others,4677.0,104.0,True
2031,2177,ETH,Ethiopia,2020-08-12,24175.0,440.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,0.0002102839818414,0.0,,,4.0,,All_Others,4298.0,97.0,True
2032,2178,ETH,Ethiopia,2020-08-19,32722.0,572.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-08-19,,,,,,2020-08-19,33,Aug,Wednesday,232,20200819,True,,0.00028462926386,0.0,,,4.0,,All_Others,8547.0,132.0,True
2033,2179,ETH,Ethiopia,2020-08-26,43688.0,709.0,80.56,114963583,1729.927,0.463,Ethiopia,1127127.0,2020-08-26,,,,,,2020-08-26,34,Aug,Wednesday,239,20200826,True,,0.0003800159916727,0.0,,,4.0,,All_Others,10966.0,137.0,True
