,Unnamed: 0,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_RD,Area (sq. mi.),DATE_RD,DATE_CD,Country_CD,European Union,Area (km²),Population Density,DATE,Week_Num,Month,day,dayz,Dates,Wednesdays,CasesxArea,CasesxPop,DeathsxCases,AreaKM2,PopKM2,Stringency_Indexed,Country,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_Index_5
13,14,AFG,Afghanistan,2020-04-08,367.0,11.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,9.427578740126636e-06,0.0,,,4.0,,All_Others,201.0,7.0,True
14,15,AFG,Afghanistan,2020-04-15,714.0,23.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,1.8341392971254546e-05,0.0,,,4.0,,All_Others,347.0,12.0,True
15,16,AFG,Afghanistan,2020-04-22,1092.0,36.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,2.805154219133048e-05,0.0,,,4.0,,All_Others,378.0,13.0,True
16,17,AFG,Afghanistan,2020-04-29,1827.0,60.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,4.693238789703368e-05,0.0,,,4.0,,All_Others,735.0,24.0,True
17,18,AFG,Afghanistan,2020-05-06,3224.0,95.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,8.281883885059473e-05,0.0,,,4.0,,All_Others,1397.0,35.0,True
18,19,AFG,Afghanistan,2020-05-13,4967.0,127.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,0.0001275934158098,0.0,,,4.0,,All_Others,1743.0,32.0,True
19,20,AFG,Afghanistan,2020-05-20,7653.0,178.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,0.0001965919893683,0.0,,,4.0,,All_Others,2686.0,51.0,True
20,21,AFG,Afghanistan,2020-05-27,11831.0,220.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,0.0003039173952981,0.0,,,4.0,,All_Others,4178.0,42.0,True
21,22,AFG,Afghanistan,2020-06-03,16509.0,270.0,84.26,38928341,1803.987,0.498,Afghanistan,647500.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,0.0004240869139529,0.0,,,4.0,,All_Others,4678.0,50.0,True
22,23,AFG,Afghanistan,2020-06-10,21459.0,384.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,0.0005512436299301,0.0,,,4.0,,All_Others,4950.0,114.0,True
23,24,AFG,Afghanistan,2020-06-17,26310.0,491.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,0.0006758572115878,0.0,,,4.0,,All_Others,4851.0,107.0,True
24,25,AFG,Afghanistan,2020-06-24,29481.0,618.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,0.0007573145744895,0.0,,,4.0,,All_Others,3171.0,127.0,True
25,26,AFG,Afghanistan,2020-07-01,31517.0,746.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-07-01,,,,,,2020-07-01,26,Jul,Wednesday,183,20200701,True,,0.0008096158015056,0.0,,,4.0,,All_Others,2036.0,128.0,True
26,27,AFG,Afghanistan,2020-07-08,33594.0,936.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-07-08,,,,,,2020-07-08,27,Jul,Wednesday,190,20200708,True,,0.0008629702457651,0.0,,,4.0,,All_Others,2077.0,190.0,True
27,28,AFG,Afghanistan,2020-07-15,34740.0,1045.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-07-15,,,,,,2020-07-15,28,Jul,Wednesday,197,20200715,True,,0.0008924089521307,0.0,,,4.0,,All_Others,1146.0,109.0,True
28,29,AFG,Afghanistan,2020-07-22,35727.0,1190.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-07-22,,,,,,2020-07-22,29,Jul,Wednesday,204,20200722,True,,0.0009177632306498,0.0,,,4.0,,All_Others,987.0,145.0,True
29,30,AFG,Afghanistan,2020-07-29,36471.0,1271.0,78.7,38928341,1803.987,0.498,Afghanistan,647500.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,0.0009368752703846,0.0,,,4.0,,All_Others,744.0,81.0,True
30,31,AFG,Afghanistan,2020-08-05,36829.0,1294.0,71.3,38928341,1803.987,0.498,Afghanistan,647500.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,0.0009460716550957,0.0,,,4.0,,All_Others,358.0,23.0,True
31,32,AFG,Afghanistan,2020-08-12,37269.0,1344.0,71.3,38928341,1803.987,0.498,Afghanistan,647500.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,0.0009573744742936,0.0,,,4.0,,All_Others,440.0,50.0,True
40,43,ALB,Albania,2020-03-18,55.0,1.0,81.48,2877800,11803.431,0.785,Albania,28748.0,2020-03-18,2020-03-18,Albania,Candidate,28748.0,101.0,2020-03-18,11,Mar,Wednesday,78,20200318,True,0.0019131765688047,1.911182153033568e-05,0.0,28748.0,100.10435508557116,4.0,,All_Others,45.0,,True
41,44,ALB,Albania,2020-03-25,123.0,5.0,84.26,2877800,11803.431,0.785,Albania,28748.0,2020-03-25,2020-03-25,Albania,Candidate,28748.0,101.0,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0042785585084179,4.274098269511432e-05,0.0,28748.0,100.10435508557116,4.0,,All_Others,68.0,4.0,True
42,45,ALB,Albania,2020-04-01,243.0,15.0,84.26,2877800,11803.431,0.785,Albania,28748.0,2020-04-01,2020-04-01,Albania,Candidate,28748.0,101.0,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0084527619312647,8.443950239766489e-05,0.1,28748.0,100.10435508557116,4.0,,All_Others,120.0,10.0,True
43,46,ALB,Albania,2020-04-08,383.0,22.0,84.26,2877800,11803.431,0.785,Albania,28748.0,2020-04-08,2020-04-08,Albania,Candidate,28748.0,101.0,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.013322665924586,0.0001330877753839,0.1,28748.0,100.10435508557116,4.0,,All_Others,140.0,7.0,True
44,47,ALB,Albania,2020-04-15,475.0,24.0,84.26,2877800,11803.431,0.785,Albania,28748.0,2020-04-15,2020-04-15,Albania,Candidate,28748.0,101.0,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0165228885487686,0.0001650566404892,0.1,28748.0,100.10435508557116,4.0,,All_Others,92.0,2.0,True
45,48,ALB,Albania,2020-04-22,609.0,26.0,89.81,2877800,11803.431,0.785,Albania,28748.0,2020-04-22,2020-04-22,Albania,Candidate,28748.0,101.0,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0211840823709475,0.0002116199874904,0.0,28748.0,100.10435508557116,4.0,,All_Others,134.0,2.0,True
46,49,ALB,Albania,2020-04-29,750.0,30.0,89.81,2877800,11803.431,0.785,Albania,28748.0,2020-04-29,2020-04-29,Albania,Candidate,28748.0,101.0,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0260887713927925,0.0002606157481409,0.0,28748.0,100.10435508557116,4.0,,All_Others,141.0,4.0,True
47,50,ALB,Albania,2020-05-06,820.0,31.0,89.81,2877800,11803.431,0.785,Albania,28748.0,2020-05-06,2020-05-06,Albania,Candidate,28748.0,101.0,2020-05-06,18,May,Wednesday,127,20200506,True,0.0285237233894531,0.000284939884634,0.0,28748.0,100.10435508557116,4.0,,All_Others,70.0,1.0,True
48,51,ALB,Albania,2020-05-13,876.0,31.0,89.81,2877800,11803.431,0.785,Albania,28748.0,2020-05-13,2020-05-13,Albania,Candidate,28748.0,101.0,2020-05-13,19,May,Wednesday,134,20200513,True,0.0304716849867816,0.0003043991938286,0.0,28748.0,100.10435508557116,4.0,,All_Others,56.0,0.0,True
49,52,ALB,Albania,2020-05-20,949.0,31.0,83.33,2877800,11803.431,0.785,Albania,28748.0,2020-05-20,2020-05-20,Albania,Candidate,28748.0,101.0,2020-05-20,20,May,Wednesday,141,20200520,True,0.0330109920690135,0.0003297657933143,0.0,28748.0,100.10435508557116,4.0,,All_Others,73.0,0.0,True
50,53,ALB,Albania,2020-05-27,1029.0,33.0,86.11,2877800,11803.431,0.785,Albania,28748.0,2020-05-27,2020-05-27,Albania,Candidate,28748.0,101.0,2020-05-27,21,May,Wednesday,148,20200527,True,0.0357937943509113,0.0003575648064493,0.0,28748.0,100.10435508557116,4.0,,All_Others,80.0,2.0,True
80,86,DZA,Algeria,2020-03-25,264.0,19.0,75.0,43851043,13913.839,0.754,Algeria,2381740.0,2020-03-25,,,,,,2020-03-25,12,Mar,Wednesday,85,20200325,True,,6.020381316813833e-06,0.1,,,4.0,,All_Others,204.0,14.0,True
81,87,DZA,Algeria,2020-04-01,716.0,44.0,86.57,43851043,13913.839,0.754,Algeria,2381740.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,1.632800387438903e-05,0.1,,,4.0,,All_Others,452.0,25.0,True
82,88,DZA,Algeria,2020-04-08,1468.0,193.0,86.57,43851043,13913.839,0.754,Algeria,2381740.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,3.3476968837434496e-05,0.1,,,4.0,,All_Others,752.0,149.0,True
83,89,DZA,Algeria,2020-04-15,2070.0,325.0,92.13,43851043,13913.839,0.754,Algeria,2381740.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,4.7205262597744825e-05,0.2,,,5.0,,All_Others,602.0,132.0,True
84,90,DZA,Algeria,2020-04-22,2811.0,392.0,92.13,43851043,13913.839,0.754,Algeria,2381740.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,6.410337833925637e-05,0.1,,,5.0,,All_Others,741.0,67.0,True
85,91,DZA,Algeria,2020-04-29,3649.0,437.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,8.321352812520331e-05,0.1,,,4.0,,All_Others,838.0,45.0,True
86,92,DZA,Algeria,2020-05-06,4838.0,470.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,0.0001103280485255,0.1,,,4.0,,All_Others,1189.0,33.0,True
87,93,DZA,Algeria,2020-05-13,6067.0,515.0,87.96,43851043,13913.839,0.754,Algeria,2381740.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,0.0001383547479132,0.1,,,4.0,,All_Others,1229.0,45.0,True
88,94,DZA,Algeria,2020-05-20,7377.0,561.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,0.0001682286097505,0.1,,,4.0,,All_Others,1310.0,46.0,True
89,95,DZA,Algeria,2020-05-27,8697.0,617.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,0.0001983305163345,0.1,,,4.0,,All_Others,1320.0,56.0,True
90,96,DZA,Algeria,2020-06-03,9626.0,667.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,0.0002195158733168,0.1,,,4.0,,All_Others,929.0,50.0,True
91,97,DZA,Algeria,2020-06-10,10382.0,724.0,76.85,43851043,13913.839,0.754,Algeria,2381740.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,0.0002367560561786,0.1,,,4.0,,All_Others,756.0,57.0,True
96,102,DZA,Algeria,2020-07-15,20216.0,1028.0,74.07,43851043,13913.839,0.754,Algeria,2381740.0,2020-07-15,,,,,,2020-07-15,28,Jul,Wednesday,197,20200715,True,,0.0004610152602299,0.1,,,4.0,,All_Others,3337.0,60.0,True
97,103,DZA,Algeria,2020-07-22,24278.0,1100.0,74.07,43851043,13913.839,0.754,Algeria,2381740.0,2020-07-22,,,,,,2020-07-22,29,Jul,Wednesday,204,20200722,True,,0.0005536470364,0.0,,,4.0,,All_Others,4062.0,72.0,True
98,104,DZA,Algeria,2020-07-29,28615.0,1174.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,0.0006525500431084,0.0,,,4.0,,All_Others,4337.0,74.0,True
99,105,DZA,Algeria,2020-08-05,32504.0,1248.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,0.000741236645158,0.0,,,4.0,,All_Others,3889.0,74.0,True
100,106,DZA,Algeria,2020-08-12,36204.0,1322.0,85.19,43851043,13913.839,0.754,Algeria,2381740.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,0.0008256132014921,0.0,,,4.0,,All_Others,3700.0,74.0,True
101,107,DZA,Algeria,2020-08-19,39444.0,1391.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,2020-08-19,,,,,,2020-08-19,33,Aug,Wednesday,232,20200819,True,,0.0008994996994712,0.0,,,4.0,,All_Others,3240.0,69.0,True
102,108,DZA,Algeria,2020-08-26,42228.0,1456.0,79.63,43851043,13913.839,0.754,Algeria,2381740.0,2020-08-26,,,,,,2020-08-26,34,Aug,Wednesday,239,20200826,True,,0.0009629873569939,0.0,,,4.0,,All_Others,2784.0,65.0,True
103,109,DZA,Algeria,2020-09-02,44833.0,1518.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,2020-09-02,,,,,,2020-09-02,35,Sep,Wednesday,246,20200902,True,,0.0010223930135481,0.0,,,4.0,,All_Others,2605.0,62.0,True
104,110,DZA,Algeria,2020-09-09,46938.0,1571.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,2020-09-09,,,,,,2020-09-09,36,Sep,Wednesday,253,20200909,True,,0.0010703964327598,0.0,,,4.0,,All_Others,2105.0,53.0,True
105,111,DZA,Algeria,2020-09-16,48734.0,1632.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,2020-09-16,,,,,,2020-09-16,37,Sep,Wednesday,260,20200916,True,,0.0011113532692939,0.0,,,4.0,,All_Others,1796.0,61.0,True
106,112,DZA,Algeria,2020-09-23,50214.0,1689.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,2020-09-23,,,,,,2020-09-23,38,Sep,Wednesday,267,20200923,True,,0.0011451038918276,0.0,,,4.0,,All_Others,1480.0,57.0,True
107,113,DZA,Algeria,2020-09-30,51368.0,1726.0,75.93,43851043,13913.839,0.754,Algeria,2381740.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0011714202556139,0.0,,,4.0,,All_Others,1154.0,37.0,True
139,149,AGO,Angola,2020-04-01,7.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,2.129843278829224e-07,0.3,,,5.0,,All_Others,5.0,,True
140,150,AGO,Angola,2020-04-08,17.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,5.172476534299544e-07,0.1,,,5.0,,All_Others,10.0,0.0,True
141,151,AGO,Angola,2020-04-15,19.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,5.781003185393607e-07,0.1,,,5.0,,All_Others,2.0,0.0,True
142,152,AGO,Angola,2020-04-22,24.0,2.0,90.74,32866268,5819.495,0.581,Angola,1246700.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,7.302319813128768e-07,0.1,,,5.0,,All_Others,5.0,0.0,True
143,153,AGO,Angola,2020-04-29,27.0,2.0,78.7,32866268,5819.495,0.581,Angola,1246700.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,8.215109789769863e-07,0.1,,,4.0,,All_Others,3.0,0.0,True
144,154,AGO,Angola,2020-05-06,36.0,2.0,78.7,32866268,5819.495,0.581,Angola,1246700.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,1.0953479719693153e-06,0.1,,,4.0,,All_Others,9.0,0.0,True
145,155,AGO,Angola,2020-05-13,45.0,2.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,1.369184964961644e-06,0.0,,,4.0,,All_Others,9.0,0.0,True
146,156,AGO,Angola,2020-05-20,50.0,2.0,81.48,32866268,5819.495,0.581,Angola,1246700.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,1.52131662773516e-06,0.0,,,4.0,,All_Others,5.0,0.0,True
147,157,AGO,Angola,2020-05-27,71.0,4.0,77.78,32866268,5819.495,0.581,Angola,1246700.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,2.160269611383928e-06,0.1,,,4.0,,All_Others,21.0,2.0,True
148,158,AGO,Angola,2020-06-03,86.0,4.0,77.78,32866268,5819.495,0.581,Angola,1246700.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,2.616664599704475e-06,0.0,,,4.0,,All_Others,15.0,0.0,True
149,159,AGO,Angola,2020-06-10,96.0,4.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,2.920927925251507e-06,0.0,,,4.0,,All_Others,10.0,0.0,True
150,160,AGO,Angola,2020-06-17,142.0,6.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,4.320539222767855e-06,0.0,,,4.0,,All_Others,46.0,2.0,True
151,161,AGO,Angola,2020-06-24,186.0,10.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,5.659297855174795e-06,0.1,,,4.0,,All_Others,44.0,4.0,True
152,162,AGO,Angola,2020-07-01,284.0,13.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,2020-07-01,,,,,,2020-07-01,26,Jul,Wednesday,183,20200701,True,,8.64107844553571e-06,0.0,,,4.0,,All_Others,98.0,3.0,True
153,163,AGO,Angola,2020-07-08,353.0,19.0,75.93,32866268,5819.495,0.581,Angola,1246700.0,2020-07-08,,,,,,2020-07-08,27,Jul,Wednesday,190,20200708,True,,1.074049539181023e-05,0.1,,,4.0,,All_Others,69.0,6.0,True
154,164,AGO,Angola,2020-07-15,525.0,26.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,2020-07-15,,,,,,2020-07-15,28,Jul,Wednesday,197,20200715,True,,1.597382459121918e-05,0.0,,,4.0,,All_Others,172.0,7.0,True
155,165,AGO,Angola,2020-07-22,749.0,29.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,2020-07-22,,,,,,2020-07-22,29,Jul,Wednesday,204,20200722,True,,2.2789323083472697e-05,0.0,,,4.0,,All_Others,224.0,3.0,True
156,166,AGO,Angola,2020-07-29,950.0,41.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,2020-07-29,,,,,,2020-07-29,30,Jul,Wednesday,211,20200729,True,,2.890501592696804e-05,0.0,,,4.0,,All_Others,201.0,12.0,True
157,167,AGO,Angola,2020-08-05,1164.0,54.0,79.17,32866268,5819.495,0.581,Angola,1246700.0,2020-08-05,,,,,,2020-08-05,31,Aug,Wednesday,218,20200805,True,,3.541625109367453e-05,0.0,,,4.0,,All_Others,214.0,13.0,True
158,168,AGO,Angola,2020-08-12,1679.0,78.0,79.17,32866268,5819.495,0.581,Angola,1246700.0,2020-08-12,,,,,,2020-08-12,32,Aug,Wednesday,225,20200812,True,,5.108581235934667e-05,0.0,,,4.0,,All_Others,515.0,24.0,True
159,169,AGO,Angola,2020-08-19,1966.0,90.0,79.17,32866268,5819.495,0.581,Angola,1246700.0,2020-08-19,,,,,,2020-08-19,33,Aug,Wednesday,232,20200819,True,,5.981816980254649e-05,0.0,,,4.0,,All_Others,287.0,12.0,True
160,170,AGO,Angola,2020-08-26,2283.0,102.0,76.39,32866268,5819.495,0.581,Angola,1246700.0,2020-08-26,,,,,,2020-08-26,34,Aug,Wednesday,239,20200826,True,,6.94633172223874e-05,0.0,,,4.0,,All_Others,317.0,12.0,True
161,171,AGO,Angola,2020-09-02,2654.0,108.0,81.02,32866268,5819.495,0.581,Angola,1246700.0,2020-09-02,,,,,,2020-09-02,35,Sep,Wednesday,246,20200902,True,,8.07514866001823e-05,0.0,,,4.0,,All_Others,371.0,6.0,True
162,172,AGO,Angola,2020-09-09,2981.0,120.0,81.02,32866268,5819.495,0.581,Angola,1246700.0,2020-09-09,,,,,,2020-09-09,36,Sep,Wednesday,253,20200909,True,,9.070089734557024e-05,0.0,,,4.0,,All_Others,327.0,12.0,True
163,173,AGO,Angola,2020-09-16,3439.0,134.0,75.0,32866268,5819.495,0.581,Angola,1246700.0,2020-09-16,,,,,,2020-09-16,37,Sep,Wednesday,260,20200916,True,,0.0001046361576556,0.0,,,4.0,,All_Others,458.0,14.0,True
164,174,AGO,Angola,2020-09-23,4236.0,155.0,75.0,32866268,5819.495,0.581,Angola,1246700.0,2020-09-23,,,,,,2020-09-23,38,Sep,Wednesday,267,20200923,True,,0.0001288859447017,0.0,,,4.0,,All_Others,797.0,21.0,True
165,175,AGO,Angola,2020-09-30,4905.0,179.0,75.0,32866268,5819.495,0.581,Angola,1246700.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0001492411611808,0.0,,,4.0,,All_Others,669.0,24.0,True
166,178,AIA,Anguilla,2020-04-01,2.0,,74.07,15002,,,Anguilla,102.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,0.0001333155579256,,,,4.0,,All_Others,,,True
167,179,AIA,Anguilla,2020-04-08,3.0,,82.41,15002,,,Anguilla,102.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,0.0001999733368884,,,,4.0,,All_Others,1.0,,True
168,180,AIA,Anguilla,2020-04-15,3.0,,82.41,15002,,,Anguilla,102.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,0.0001999733368884,,,,4.0,,All_Others,0.0,,True
169,181,AIA,Anguilla,2020-04-22,3.0,,78.7,15002,,,Anguilla,102.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,0.0001999733368884,,,,4.0,,All_Others,0.0,,True
227,243,ARG,Argentina,2020-03-25,387.0,6.0,100.0,45195777,18933.907,0.825,Argentina,2766890.0,2020-03-25,,,,,,2020-03-25,12,Mar,Wednesday,85,20200325,True,,8.562746913279088e-06,0.0,,,5.0,,All_Others,308.0,4.0,True
228,244,ARG,Argentina,2020-04-01,966.0,24.0,100.0,45195777,18933.907,0.825,Argentina,2766890.0,2020-04-01,,,,,,2020-04-01,13,Apr,Wednesday,92,20200401,True,,2.1373678341673384e-05,0.0,,,5.0,,All_Others,579.0,18.0,True
229,245,ARG,Argentina,2020-04-08,1715.0,60.0,100.0,45195777,18933.907,0.825,Argentina,2766890.0,2020-04-08,,,,,,2020-04-08,14,Apr,Wednesday,99,20200408,True,,3.794602314282593e-05,0.0,,,5.0,,All_Others,749.0,36.0,True
230,246,ARG,Argentina,2020-04-15,2432.0,105.0,100.0,45195777,18933.907,0.825,Argentina,2766890.0,2020-04-15,,,,,,2020-04-15,15,Apr,Wednesday,106,20200415,True,,5.381033719145928e-05,0.0,,,5.0,,All_Others,717.0,45.0,True
231,247,ARG,Argentina,2020-04-22,3132.0,151.0,100.0,45195777,18933.907,0.825,Argentina,2766890.0,2020-04-22,,,,,,2020-04-22,16,Apr,Wednesday,113,20200422,True,,6.92985099028168e-05,0.0,,,5.0,,All_Others,700.0,46.0,True
232,248,ARG,Argentina,2020-04-29,4114.0,207.0,88.89,45195777,18933.907,0.825,Argentina,2766890.0,2020-04-29,,,,,,2020-04-29,17,Apr,Wednesday,120,20200429,True,,9.102620362074978e-05,0.1,,,4.0,,All_Others,982.0,56.0,True
233,249,ARG,Argentina,2020-05-06,5007.0,264.0,88.89,45195777,18933.907,0.825,Argentina,2766890.0,2020-05-06,,,,,,2020-05-06,18,May,Wednesday,127,20200506,True,,0.0001107846868082,0.1,,,4.0,,All_Others,893.0,57.0,True
234,250,ARG,Argentina,2020-05-13,6550.0,319.0,90.74,45195777,18933.907,0.825,Argentina,2766890.0,2020-05-13,,,,,,2020-05-13,19,May,Wednesday,134,20200513,True,,0.0001449250446562,0.0,,,5.0,,All_Others,1543.0,55.0,True
235,251,ARG,Argentina,2020-05-20,8796.0,393.0,90.74,45195777,18933.907,0.825,Argentina,2766890.0,2020-05-20,,,,,,2020-05-20,20,May,Wednesday,141,20200520,True,,0.0001946199530987,0.0,,,5.0,,All_Others,2246.0,74.0,True
236,252,ARG,Argentina,2020-05-27,13215.0,484.0,90.74,45195777,18933.907,0.825,Argentina,2766890.0,2020-05-27,,,,,,2020-05-27,21,May,Wednesday,148,20200527,True,,0.0002923945748294,0.0,,,5.0,,All_Others,4419.0,91.0,True
237,253,ARG,Argentina,2020-06-03,18306.0,569.0,90.74,45195777,18933.907,0.825,Argentina,2766890.0,2020-06-03,,,,,,2020-06-03,22,Jun,Wednesday,155,20200603,True,,0.000405037842363,0.0,,,5.0,,All_Others,5091.0,85.0,True
238,254,ARG,Argentina,2020-06-10,24748.0,717.0,88.89,45195777,18933.907,0.825,Argentina,2766890.0,2020-06-10,,,,,,2020-06-10,23,Jun,Wednesday,162,20200610,True,,0.0005475732832295,0.0,,,4.0,,All_Others,6442.0,148.0,True
239,255,ARG,Argentina,2020-06-17,34146.0,878.0,88.89,45195777,18933.907,0.825,Argentina,2766890.0,2020-06-17,,,,,,2020-06-17,24,Jun,Wednesday,169,20200617,True,,0.00075551306486,0.0,,,4.0,,All_Others,9398.0,161.0,True
240,256,ARG,Argentina,2020-06-24,44918.0,1049.0,88.89,45195777,18933.907,0.825,Argentina,2766890.0,2020-06-24,,,,,,2020-06-24,25,Jun,Wednesday,176,20200624,True,,0.0009938539169267,0.0,,,4.0,,All_Others,10772.0,171.0,True
241,257,ARG,Argentina,2020-07-01,64517.0,1307.0,92.59,45195777,18933.907,0.825,Argentina,2766890.0,2020-07-01,,,,,,2020-07-01,26,Jul,Wednesday,183,20200701,True,,0.0014275006268837,0.0,,,5.0,,All_Others,19599.0,258.0,True
242,258,ARG,Argentina,2020-07-08,80434.0,1602.0,92.59,45195777,18933.907,0.825,Argentina,2766890.0,2020-07-08,,,,,,2020-07-08,27,Jul,Wednesday,190,20200708,True,,0.001779679548379,0.0,,,5.0,,All_Others,15917.0,295.0,True
